timestamp,trip_index,planet,morty_count,survived,morties_in_citadel,morties_on_planet_jessica,morties_lost,steps_taken,success_rate,volatility,note
2025-11-05T08:03:16.980987,18,0,3,1,964,29,7,18,0.9090909090909091,0.2,"score=0.700,vol=0.222,send=3"
2025-11-05T08:03:17.477595,19,0,3,0,961,29,10,19,0.8333333333333334,0.2727272727272727,"score=0.727,vol=0.200,send=3"
2025-11-05T08:03:17.897773,20,0,1,0,960,29,11,20,0.7692307692307693,0.25,"score=0.606,vol=0.273,send=1|recent_failures_cooldown"
2025-11-05T08:03:19.414968,21,2,1,1,959,30,11,21,0.8571428571428571,0.3333333333333333,"score=0.500,vol=0.400,send=1"
2025-11-05T08:03:19.863427,22,2,1,1,958,31,11,22,0.875,0.2857142857142857,"score=0.571,vol=0.333,send=1"
2025-11-05T08:03:20.352627,23,2,1,1,957,32,11,23,0.8888888888888888,0.25,"score=0.625,vol=0.286,send=1"
2025-11-05T08:03:20.968298,24,2,1,1,956,33,11,24,0.9,0.2222222222222222,"score=0.667,vol=0.250,send=1"
2025-11-05T08:03:21.592068,25,2,3,1,953,36,11,25,0.9090909090909091,0.2,"score=0.700,vol=0.222,send=3"
2025-11-05T08:03:22.203906,26,2,3,1,950,39,11,26,0.9166666666666666,0.18181818181818182,"score=0.727,vol=0.200,send=3"
2025-11-05T08:03:22.811757,27,2,3,1,947,42,11,27,0.9230769230769231,0.16666666666666666,"score=0.750,vol=0.182,send=3"
2025-11-05T08:03:23.425736,28,2,3,1,944,45,11,28,0.9285714285714286,0.15384615384615385,"score=0.769,vol=0.167,send=3"
2025-11-05T08:03:24.051043,29,2,3,1,941,48,11,29,0.9333333333333333,0.14285714285714285,"score=0.786,vol=0.154,send=3"
2025-11-05T08:03:24.656832,30,2,3,1,938,51,11,30,0.9333333333333333,0.14285714285714285,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:25.063389,31,2,3,1,935,54,11,31,0.9333333333333333,0.14285714285714285,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:25.876182,32,2,3,1,932,57,11,32,0.9333333333333333,0.14285714285714285,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:26.491719,33,2,3,1,929,60,11,33,0.9333333333333333,0.07142857142857142,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:27.106021,34,2,3,1,926,63,11,34,1.0,0.0,"score=0.867,vol=0.071,send=3"
2025-11-05T08:03:28.028679,35,2,3,1,923,66,11,35,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:28.444397,36,2,3,1,920,69,11,36,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:28.948265,37,2,3,1,917,72,11,37,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:29.560124,38,2,3,1,914,75,11,38,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:30.174363,39,2,3,1,911,78,11,39,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:30.795713,40,2,3,1,908,81,11,40,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:32.017631,41,2,3,1,905,84,11,41,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:32.639443,42,2,3,1,902,87,11,42,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:33.249737,43,2,3,1,899,90,11,43,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:33.671952,44,2,3,1,896,93,11,44,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:34.168153,45,2,3,1,893,96,11,45,1.0,0.0,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:34.779589,46,2,3,0,890,96,14,46,0.9333333333333333,0.07142857142857142,"score=1.000,vol=0.000,send=3"
2025-11-05T08:03:35.400787,47,2,3,1,887,99,14,47,0.9333333333333333,0.14285714285714285,"score=0.867,vol=0.071,send=3"
2025-11-05T08:03:36.007411,48,2,3,1,884,102,14,48,0.9333333333333333,0.14285714285714285,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:36.624861,49,2,3,1,881,105,14,49,0.9333333333333333,0.14285714285714285,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:37.240201,50,2,3,1,878,108,14,50,0.9333333333333333,0.14285714285714285,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:37.853629,51,2,3,1,875,111,14,51,0.9333333333333333,0.14285714285714285,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:38.468029,52,2,3,1,872,114,14,52,0.9333333333333333,0.14285714285714285,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:39.082183,53,2,3,1,869,117,14,53,0.9333333333333333,0.14285714285714285,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:39.696779,54,2,3,1,866,120,14,54,0.9333333333333333,0.14285714285714285,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:40.306167,55,2,3,0,863,120,17,55,0.8666666666666667,0.21428571428571427,"score=0.800,vol=0.143,send=3"
2025-11-05T08:03:40.728047,56,2,1,1,862,121,17,56,0.8666666666666667,0.2857142857142857,"score=0.681,vol=0.214,send=1"
2025-11-05T08:03:41.233572,57,2,1,0,861,121,18,57,0.8,0.35714285714285715,"score=0.619,vol=0.286,send=1|recent_failures_cooldown"
2025-11-05T08:03:41.851830,58,0,1,1,860,122,18,58,0.7857142857142857,0.3076923076923077,"score=0.577,vol=0.250,send=1|recent_failures_cooldown"
2025-11-05T08:03:42.464053,59,0,1,0,859,122,19,59,0.7333333333333333,0.35714285714285715,"forced_probe_top_score=0.544,vol=0.308|recent_failures_cooldown"
2025-11-05T08:03:43.091220,60,2,1,1,858,123,19,60,0.8,0.42857142857142855,"forced_probe_top_score=0.514,vol=0.357|recent_failures_cooldown"
2025-11-05T08:03:44.098198,61,0,1,0,857,123,20,61,0.6666666666666666,0.35714285714285715,"forced_probe_top_score=0.471,vol=0.357|recent_failures_cooldown"
2025-11-05T08:03:44.493348,62,2,1,0,856,123,21,62,0.7333333333333333,0.5,"forced_probe_top_score=0.457,vol=0.429|recent_failures_cooldown"
2025-11-05T08:03:45.225315,63,0,1,1,855,124,21,63,0.6666666666666666,0.42857142857142855,"forced_probe_top_score=0.429,vol=0.357|recent_failures_cooldown"
2025-11-05T08:03:45.640341,64,0,1,1,854,125,21,64,0.6666666666666666,0.42857142857142855,"forced_probe_top_score=0.381,vol=0.429|recent_failures_cooldown"
2025-11-05T08:03:46.138646,65,0,1,1,853,126,21,65,0.6666666666666666,0.35714285714285715,"forced_probe_top_score=0.381,vol=0.429|recent_failures_cooldown"
2025-11-05T08:03:46.756074,66,0,1,1,852,127,21,66,0.7333333333333333,0.2857142857142857,"forced_probe_top_score=0.429,vol=0.357"
2025-11-05T08:03:47.372434,67,0,1,1,851,128,21,67,0.7333333333333333,0.2857142857142857,"forced_probe_top_score=0.524,vol=0.286"
2025-11-05T08:03:47.984853,68,0,1,0,850,128,22,68,0.6666666666666666,0.35714285714285715,"forced_probe_top_score=0.524,vol=0.286"
2025-11-05T08:03:48.378100,69,0,1,0,849,128,23,69,0.6,0.35714285714285715,"forced_probe_top_score=0.429,vol=0.357|recent_failures_cooldown"
2025-11-05T08:03:48.903105,70,0,1,0,848,128,24,70,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.386,vol=0.357|recent_failures_cooldown"
2025-11-05T08:03:49.523939,71,2,1,1,847,129,24,71,0.7333333333333333,0.5,"forced_probe_top_score=0.367,vol=0.500|recent_failures_cooldown"
2025-11-05T08:03:50.046901,72,2,1,0,846,129,25,72,0.7333333333333333,0.5,"forced_probe_top_score=0.367,vol=0.500|recent_failures_cooldown"
2025-11-05T08:03:50.748037,73,2,1,1,845,130,25,73,0.7333333333333333,0.5714285714285714,"forced_probe_top_score=0.367,vol=0.500|recent_failures_cooldown"
2025-11-05T08:03:51.150138,74,0,1,1,844,131,25,74,0.5333333333333333,0.42857142857142855,"forced_probe_top_score=0.343,vol=0.357|recent_failures_cooldown"
2025-11-05T08:03:51.666827,75,2,1,1,843,132,25,75,0.7333333333333333,0.5714285714285714,"forced_probe_top_score=0.314,vol=0.571|recent_failures_cooldown"
2025-11-05T08:03:52.282445,76,2,1,1,842,133,25,76,0.7333333333333333,0.5714285714285714,"forced_probe_top_score=0.314,vol=0.571"
2025-11-05T08:03:52.898926,77,2,1,0,841,133,26,77,0.6666666666666666,0.6428571428571429,"forced_probe_top_score=0.314,vol=0.571|recent_failures_cooldown"
2025-11-05T08:03:53.292447,78,0,1,0,840,133,27,78,0.4666666666666667,0.42857142857142855,"forced_probe_top_score=0.305,vol=0.429|recent_failures_cooldown"
2025-11-05T08:03:53.822172,79,0,1,0,839,133,28,79,0.4666666666666667,0.42857142857142855,"forced_probe_top_score=0.267,vol=0.429|recent_failures_cooldown"
2025-11-05T08:03:54.432780,80,0,1,0,838,133,29,80,0.4666666666666667,0.35714285714285715,"forced_probe_top_score=0.267,vol=0.429|recent_failures_cooldown"
2025-11-05T08:03:55.480900,81,0,1,1,837,134,29,81,0.4666666666666667,0.35714285714285715,"forced_probe_top_score=0.300,vol=0.357|recent_failures_cooldown"
2025-11-05T08:03:55.982207,82,0,1,0,836,134,30,82,0.4666666666666667,0.42857142857142855,"forced_probe_top_score=0.300,vol=0.357|recent_failures_cooldown"
2025-11-05T08:03:56.447127,83,0,1,1,835,135,30,83,0.5333333333333333,0.42857142857142855,"forced_probe_top_score=0.267,vol=0.429|recent_failures_cooldown"
2025-11-05T08:03:56.860012,84,0,1,1,834,136,30,84,0.5333333333333333,0.42857142857142855,"forced_probe_top_score=0.305,vol=0.429|recent_failures_cooldown"
2025-11-05T08:03:57.539162,85,0,1,1,833,137,30,85,0.5333333333333333,0.42857142857142855,"forced_probe_top_score=0.305,vol=0.429"
2025-11-05T08:03:58.155933,86,0,1,0,832,137,31,86,0.4666666666666667,0.5,"forced_probe_top_score=0.305,vol=0.429|recent_failures_cooldown"
2025-11-05T08:03:58.774454,87,2,1,0,831,137,32,87,0.6,0.6428571428571429,"forced_probe_top_score=0.238,vol=0.643|recent_failures_cooldown"
2025-11-05T08:03:59.431545,88,0,1,0,830,137,33,88,0.4,0.5,"forced_probe_top_score=0.233,vol=0.500|recent_failures_cooldown"
2025-11-05T08:03:59.853111,89,2,1,1,829,138,33,89,0.6,0.7142857142857143,"forced_probe_top_score=0.214,vol=0.643|recent_failures_cooldown"
2025-11-05T08:04:00.620156,90,0,1,0,828,138,34,90,0.3333333333333333,0.42857142857142855,"forced_probe_top_score=0.200,vol=0.500|recent_failures_cooldown"
2025-11-05T08:04:01.243071,91,0,1,0,827,138,35,91,0.3333333333333333,0.42857142857142855,"forced_probe_top_score=0.190,vol=0.429|recent_failures_cooldown"
2025-11-05T08:04:01.859546,92,0,1,0,826,138,36,92,0.3333333333333333,0.42857142857142855,"forced_probe_top_score=0.190,vol=0.429|recent_failures_cooldown"
2025-11-05T08:04:02.470676,93,0,1,1,825,139,36,93,0.4,0.42857142857142855,"forced_probe_top_score=0.190,vol=0.429|recent_failures_cooldown"
2025-11-05T08:04:02.916352,94,0,1,1,824,140,36,94,0.4,0.35714285714285715,"forced_probe_top_score=0.229,vol=0.429|recent_failures_cooldown"
2025-11-05T08:04:03.392988,95,0,1,1,823,141,36,95,0.4666666666666667,0.35714285714285715,"forced_probe_top_score=0.257,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:04.012704,96,0,1,1,822,142,36,96,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.300,vol=0.357"
2025-11-05T08:04:04.625525,97,0,1,0,821,142,37,97,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.343,vol=0.357"
2025-11-05T08:04:05.245855,98,0,1,0,820,142,38,98,0.4666666666666667,0.2857142857142857,"forced_probe_top_score=0.343,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:05.734788,99,0,1,0,819,142,39,99,0.4666666666666667,0.21428571428571427,"forced_probe_top_score=0.333,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:06.179835,100,0,1,0,818,142,40,100,0.4,0.21428571428571427,"forced_probe_top_score=0.367,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:06.870941,101,0,1,0,817,142,41,101,0.3333333333333333,0.21428571428571427,"forced_probe_top_score=0.314,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:07.286292,102,0,1,1,816,143,41,102,0.3333333333333333,0.21428571428571427,"forced_probe_top_score=0.262,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:08.021746,103,0,1,1,815,144,41,103,0.4,0.21428571428571427,"forced_probe_top_score=0.262,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:08.634118,104,0,1,1,814,145,41,104,0.4666666666666667,0.21428571428571427,"forced_probe_top_score=0.314,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:09.200541,105,0,1,1,813,146,41,105,0.5333333333333333,0.21428571428571427,"forced_probe_top_score=0.367,vol=0.214"
2025-11-05T08:04:09.870284,106,0,1,0,812,146,42,106,0.5333333333333333,0.2857142857142857,"forced_probe_top_score=0.419,vol=0.214"
2025-11-05T08:04:10.304157,107,0,1,1,811,147,42,107,0.6,0.2857142857142857,"forced_probe_top_score=0.381,vol=0.286"
2025-11-05T08:04:10.701994,108,0,1,0,810,147,43,108,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.429,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:11.408113,109,0,1,0,809,147,44,109,0.4666666666666667,0.35714285714285715,"forced_probe_top_score=0.343,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:12.025658,110,0,1,0,808,147,45,110,0.4,0.35714285714285715,"forced_probe_top_score=0.300,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:12.652124,111,0,1,0,807,147,46,111,0.3333333333333333,0.2857142857142857,"forced_probe_top_score=0.257,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:13.269096,112,0,1,0,806,147,47,112,0.3333333333333333,0.2857142857142857,"forced_probe_top_score=0.238,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:13.877069,113,0,1,1,805,148,47,113,0.4,0.35714285714285715,"forced_probe_top_score=0.238,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:14.437409,114,0,1,1,804,149,47,114,0.4666666666666667,0.35714285714285715,"forced_probe_top_score=0.257,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:15.047890,115,0,1,1,803,150,47,115,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.300,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:15.724587,116,0,1,1,802,151,47,116,0.6,0.2857142857142857,"forced_probe_top_score=0.343,vol=0.357"
2025-11-05T08:04:16.336054,117,0,1,1,801,152,47,117,0.6,0.2857142857142857,"forced_probe_top_score=0.429,vol=0.286"
2025-11-05T08:04:16.954406,118,0,1,1,800,153,47,118,0.6,0.2857142857142857,"forced_probe_top_score=0.429,vol=0.286"
2025-11-05T08:04:17.569797,119,0,1,0,799,153,48,119,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.429,vol=0.286"
2025-11-05T08:04:18.186010,120,0,1,0,798,153,49,120,0.4666666666666667,0.2857142857142857,"forced_probe_top_score=0.343,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:19.202305,121,0,1,0,797,153,50,121,0.4666666666666667,0.21428571428571427,"forced_probe_top_score=0.333,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:20.032935,122,0,1,1,796,154,50,122,0.4666666666666667,0.21428571428571427,"forced_probe_top_score=0.367,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:20.645268,123,0,1,1,795,155,50,123,0.5333333333333333,0.21428571428571427,"forced_probe_top_score=0.367,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:21.271886,124,0,1,1,794,156,50,124,0.6,0.21428571428571427,"forced_probe_top_score=0.419,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:21.874104,125,0,1,1,793,157,50,125,0.6666666666666666,0.21428571428571427,"forced_probe_top_score=0.471,vol=0.214"
2025-11-05T08:04:22.493344,126,0,1,1,792,158,50,126,0.7333333333333333,0.21428571428571427,"forced_probe_top_score=0.524,vol=0.214"
2025-11-05T08:04:23.106985,127,0,1,1,791,159,50,127,0.8,0.14285714285714285,"forced_probe_top_score=0.576,vol=0.214"
2025-11-05T08:04:23.725116,128,0,1,0,790,159,51,128,0.7333333333333333,0.21428571428571427,"forced_probe_top_score=0.686,vol=0.143"
2025-11-05T08:04:24.128888,129,0,1,0,789,159,52,129,0.6666666666666666,0.21428571428571427,"forced_probe_top_score=0.576,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:24.645260,130,0,1,0,788,159,53,130,0.6,0.21428571428571427,"forced_probe_top_score=0.524,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:25.266154,131,0,1,1,787,160,53,131,0.6,0.2857142857142857,"forced_probe_top_score=0.471,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:25.875468,132,0,1,1,786,161,53,132,0.6,0.2857142857142857,"forced_probe_top_score=0.429,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:26.491159,133,0,1,0,785,161,54,133,0.5333333333333333,0.2857142857142857,"forced_probe_top_score=0.429,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:27.110823,134,0,1,1,784,162,54,134,0.6,0.35714285714285715,"forced_probe_top_score=0.381,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:27.723935,135,0,1,1,783,163,54,135,0.6666666666666666,0.35714285714285715,"forced_probe_top_score=0.386,vol=0.357"
2025-11-05T08:04:28.337891,136,0,1,1,782,164,54,136,0.7333333333333333,0.2857142857142857,"forced_probe_top_score=0.429,vol=0.357"
2025-11-05T08:04:28.951902,137,0,1,0,781,164,55,137,0.6666666666666666,0.35714285714285715,"forced_probe_top_score=0.524,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:29.570796,138,0,1,0,780,164,56,138,0.6,0.35714285714285715,"forced_probe_top_score=0.429,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:30.183149,139,0,1,0,779,164,57,139,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.386,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:30.592330,140,0,1,0,778,164,58,140,0.4666666666666667,0.35714285714285715,"forced_probe_top_score=0.343,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:31.719196,141,0,1,1,777,165,58,141,0.4666666666666667,0.42857142857142855,"forced_probe_top_score=0.300,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:32.334537,142,0,1,1,776,166,58,142,0.4666666666666667,0.35714285714285715,"forced_probe_top_score=0.267,vol=0.429|recent_failures_cooldown"
2025-11-05T08:04:32.721030,143,0,1,1,775,167,58,143,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.300,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:33.260762,144,0,1,1,774,168,58,144,0.6,0.35714285714285715,"forced_probe_top_score=0.343,vol=0.357"
2025-11-05T08:04:33.874080,145,0,1,1,773,169,58,145,0.6666666666666666,0.2857142857142857,"forced_probe_top_score=0.386,vol=0.357"
2025-11-05T08:04:34.486627,146,0,1,1,772,170,58,146,0.6666666666666666,0.2857142857142857,"forced_probe_top_score=0.476,vol=0.286"
2025-11-05T08:04:35.103489,147,0,1,0,771,170,59,147,0.6,0.2857142857142857,"forced_probe_top_score=0.476,vol=0.286"
2025-11-05T08:04:35.714657,148,0,1,1,770,171,59,148,0.6666666666666666,0.2857142857142857,"forced_probe_top_score=0.429,vol=0.286"
2025-11-05T08:04:36.949349,149,0,1,0,769,171,60,149,0.6,0.35714285714285715,"score=0.476,vol=0.286,send=1|recent_failures_cooldown"
2025-11-05T08:04:37.563317,150,0,1,0,768,171,61,150,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.386,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:38.180303,151,0,1,0,767,171,62,151,0.4666666666666667,0.2857142857142857,"forced_probe_top_score=0.343,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:38.799153,152,0,1,0,766,171,63,152,0.4666666666666667,0.2857142857142857,"forced_probe_top_score=0.333,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:39.272765,153,0,1,0,765,171,64,153,0.4666666666666667,0.2857142857142857,"forced_probe_top_score=0.333,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:39.711590,154,0,1,1,764,172,64,154,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.333,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:40.330821,155,0,1,1,763,173,64,155,0.6,0.2857142857142857,"forced_probe_top_score=0.343,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:40.940859,156,0,1,1,762,174,64,156,0.6,0.2857142857142857,"forced_probe_top_score=0.429,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:42.480172,157,0,1,1,761,175,64,157,0.6,0.2857142857142857,"forced_probe_top_score=0.429,vol=0.286"
2025-11-05T08:04:42.899972,158,0,1,0,760,175,65,158,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.429,vol=0.286"
2025-11-05T08:04:43.410802,159,0,1,0,759,175,66,159,0.4666666666666667,0.35714285714285715,"forced_probe_top_score=0.343,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:44.015412,160,0,1,0,758,175,67,160,0.4,0.35714285714285715,"forced_probe_top_score=0.300,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:45.244856,161,0,1,1,757,176,67,161,0.4,0.35714285714285715,"forced_probe_top_score=0.257,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:45.862642,162,0,1,1,756,177,67,162,0.4666666666666667,0.2857142857142857,"forced_probe_top_score=0.257,vol=0.357|recent_failures_cooldown"
2025-11-05T08:04:46.479457,163,0,1,1,755,178,67,163,0.4666666666666667,0.21428571428571427,"forced_probe_top_score=0.333,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:47.158375,164,0,1,1,754,179,67,164,0.5333333333333333,0.21428571428571427,"forced_probe_top_score=0.367,vol=0.214"
2025-11-05T08:04:47.714539,165,0,1,1,753,180,67,165,0.6,0.21428571428571427,"forced_probe_top_score=0.419,vol=0.214"
2025-11-05T08:04:48.140965,166,0,1,1,752,181,67,166,0.6666666666666666,0.21428571428571427,"forced_probe_top_score=0.471,vol=0.214"
2025-11-05T08:04:48.625338,167,0,1,1,751,182,67,167,0.7333333333333333,0.21428571428571427,"forced_probe_top_score=0.524,vol=0.214"
2025-11-05T08:04:49.025407,168,0,1,0,750,182,68,168,0.7333333333333333,0.21428571428571427,"forced_probe_top_score=0.576,vol=0.214"
2025-11-05T08:04:49.460439,169,0,1,0,749,182,69,169,0.6666666666666666,0.21428571428571427,"score=0.576,vol=0.214,send=1|recent_failures_cooldown"
2025-11-05T08:04:50.165485,170,0,1,0,748,182,70,170,0.6,0.21428571428571427,"forced_probe_top_score=0.524,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:50.780729,171,0,1,0,747,182,71,171,0.5333333333333333,0.21428571428571427,"forced_probe_top_score=0.471,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:51.396389,172,0,1,0,746,182,72,172,0.4666666666666667,0.14285714285714285,"forced_probe_top_score=0.419,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:52.010352,173,0,1,0,745,182,73,173,0.4666666666666667,0.14285714285714285,"forced_probe_top_score=0.400,vol=0.143|recent_failures_cooldown"
2025-11-05T08:04:52.429905,174,0,1,1,744,183,73,174,0.5333333333333333,0.21428571428571427,"forced_probe_top_score=0.400,vol=0.143|recent_failures_cooldown"
2025-11-05T08:04:52.935651,175,0,1,1,743,184,73,175,0.6,0.14285714285714285,"forced_probe_top_score=0.419,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:53.546128,176,0,1,1,742,185,73,176,0.6,0.14285714285714285,"forced_probe_top_score=0.514,vol=0.143|recent_failures_cooldown"
2025-11-05T08:04:54.161184,177,0,1,1,741,186,73,177,0.6,0.14285714285714285,"forced_probe_top_score=0.514,vol=0.143"
2025-11-05T08:04:54.776707,178,0,1,0,740,186,74,178,0.5333333333333333,0.21428571428571427,"forced_probe_top_score=0.514,vol=0.143"
2025-11-05T08:04:55.395255,179,0,1,0,739,186,75,179,0.4666666666666667,0.21428571428571427,"forced_probe_top_score=0.419,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:56.016277,180,0,1,1,738,187,75,180,0.4666666666666667,0.2857142857142857,"forced_probe_top_score=0.367,vol=0.214|recent_failures_cooldown"
2025-11-05T08:04:57.041897,181,0,1,1,737,188,75,181,0.4666666666666667,0.2857142857142857,"forced_probe_top_score=0.333,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:57.548017,182,0,1,0,736,188,76,182,0.4,0.2857142857142857,"forced_probe_top_score=0.333,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:57.962342,183,0,1,1,735,189,76,183,0.4666666666666667,0.35714285714285715,"forced_probe_top_score=0.286,vol=0.286|recent_failures_cooldown"
2025-11-05T08:04:58.469548,184,0,1,1,734,190,76,184,0.5333333333333333,0.35714285714285715,"forced_probe_top_score=0.300,vol=0.357"
2025-11-05T08:04:58.978449,185,0,1,1,733,191,76,185,0.6,0.35714285714285715,"forced_probe_top_score=0.343,vol=0.357"
2025-11-05T08:04:59.405251,186,0,1,1,732,192,76,186,0.6666666666666666,0.35714285714285715,"forced_probe_top_score=0.386,vol=0.357"
